capa,cabeza,bits,ph_mejor,comp_unico,comp_min_por_cabeza,muestra_compartida,mejora_relativa,mejora_implementacion_vieja
5,6,4,0.1634024248312335,0.1650600116985787,0.1610930820294993,12,0.010042328546372478,-0.01433545607694881
5,6,8,0.008939749983196,0.0090647211164414,0.0088684981173432,12,0.013786539226091452,-0.008034265205904554
5,7,4,0.1627958349026081,0.1648275804338394,0.1623044175055343,12,0.012326490056358245,-0.0030277512135925434
5,7,8,0.0089333914828975,0.0090819943230655,0.0089473288537912,12,0.016362357746755343,0.001557713047262609
5,8,4,0.1654525978844475,0.1679370265557849,0.1660975376970686,12,0.014793811241573588,0.003882898094475936
5,8,8,0.0090331873364581,0.0092577435281027,0.0091305122976369,12,0.024256039386156933,0.010659310015275713
5,9,4,0.1726703438667003,0.1758530395649758,0.1715732293201514,12,0.018098610670300837,-0.0063944389861760485
5,9,8,0.0094547194369162,0.0096821978037743,0.0093941938883196,12,0.02349449695909183,-0.006442867724058206
5,10,4,0.1667947076131692,0.166520408710105,0.166506442120736,12,-0.0016472389492011845,-0.0017312572940821247
5,10,8,0.0091644693563559,0.0091333852144742,0.0091333852144742,12,-0.0034033538662574902,-0.0034033538662574902
5,11,4,0.168534005762371,0.1702392665664262,0.1665369075631627,12,0.010016847690011894,-0.011991925564312817
5,11,8,0.0092166503332446,0.0093303749445031,0.0091385266592522,12,0.012188643214761615,-0.008548825965649947
6,0,4,0.1686641491422827,0.1690605570213199,0.1682474045051422,12,0.0023447685611683003,-0.002476975132937439
6,0,8,0.0092677283410073,0.0093810652169567,0.009262026614852,21,0.012081450595241426,-0.000615602436960878
6,1,4,0.1615569893009785,0.1628087047984288,0.1606524754902064,12,0.0076882590460996625,-0.005630251311174177
6,1,8,0.0088606030018028,0.0089391271130487,0.0087792663705074,21,0.008784315319923765,-0.009264627346157179
6,2,4,0.167737110470952,0.1699445835912616,0.1680306519299547,12,0.01298937026212536,0.0017469518545049209
6,2,8,0.0091808619248756,0.0093643111094455,0.0092288519920504,21,0.019590248810172493,0.005200003989243504
6,3,4,0.1617196719265963,0.16596655431038,0.1626790300059146,12,0.02558878444774742,0.005897244895567766
6,3,8,0.0088767757243863,0.0091197669942498,0.0089152177552002,21,0.026644460326312285,0.004311956462474333
6,4,4,0.1773355265886093,0.1793387869000952,0.1758737882670704,12,0.011170256842441238,-0.00831129150023878
6,4,8,0.009737619094093,0.0096850823475644,0.0096636304478643,21,-0.005424501789787246,-0.007656402697502917
6,5,4,0.1637258246566654,0.1647404245692209,0.1625393086149638,12,0.006158779274780637,-0.007299871346889556
6,5,8,0.0089895144067069,0.0091728312067058,0.0089413198375677,21,0.019984756709017608,-0.005390095647479858
6,6,4,0.1696518019686885,0.1720730271592574,0.169042203752791,12,0.01407091646227619,-0.003606189474369333
6,6,8,0.0093290684129404,0.0094634496387781,0.0092933928190785,21,0.01420002546291897,-0.0038388126442541783
6,7,4,0.1672709338146809,0.1710835792157463,0.1673077418042192,12,0.022285279619135394,0.00022000171146523706
6,7,8,0.0092138966277718,0.0092069046529145,0.0091933560039969,21,-0.0007594273125319084,-0.0022342900422838772
6,8,4,0.161169359855853,0.1641280926234116,0.1597126754891691,12,0.018026973446571032,-0.009120655966862843
6,8,8,0.0088165068268642,0.0089171009707545,0.0087952547225691,21,0.0112810367652244,-0.0024163148158251363
6,9,4,0.1752847336415693,0.1787354612210874,0.1742917459175784,12,0.019306339972736165,-0.005697273377825213
6,9,8,0.0096088309161212,0.0097942892171668,0.0095700302730305,21,0.018935350685840478,-0.004054390841379643
6,10,4,0.1841330592535227,0.1856625130386285,0.1837967809004768,12,0.008237816886533177,-0.001829620472123411
6,10,8,0.0101329352302622,0.0100913467484713,0.0100913467484713,21,-0.004121202335773572,-0.004121202335773572
6,11,4,0.1735714797855228,0.173908921761233,0.1732322552006437,12,0.0019403373460821609,-0.0019582068275113477
6,11,8,0.0094892565876071,0.0097441976449824,0.0095073281212463,21,0.026163370927372132,0.0019008004571563352
7,0,4,0.1702927092600076,0.1714420284702793,0.1714420284702793,4,0.006703835812762454,0.006703835812762454
7,0,8,0.0093263220402501,0.0094034658710688,0.0094034658710688,4,0.008203765704732878,0.008203765704732878
7,1,4,0.1710024820717099,0.1707787477182668,0.1694114011495152,4,-0.0013100831129890076,-0.00939181726494597
7,1,8,0.0094026506618944,0.0093746013272978,0.0092980157384099,4,-0.002992056261093936,-0.01125346809774212
7,2,4,0.1720764304069136,0.1736491780252695,0.1731919459063448,4,0.009057040385915566,0.006440920180170664
7,2,8,0.0094632185532015,0.0095688982387609,0.0095100578264174,4,0.011044080825451937,0.004925235374046758
7,3,4,0.1650471301655232,0.1687810545092296,0.1653697536774608,4,0.0221228878712937,0.0019509221291267472
7,3,8,0.0090736297610055,0.0092500178417072,0.0090924882658646,4,0.01906894491666684,0.002074075248455383
7,4,4,0.1703846641676801,0.1722901519719235,0.1698390227870298,4,0.011059760424112325,-0.003212697363046602
7,4,8,0.0093292795968074,0.0094437444300117,0.0093297176397102,4,0.012120704245292538,4.6951356912999736e-05
7,5,4,0.1706436119468395,0.1727279899615484,0.1714598182878528,4,0.012067401555317754,0.004760335973545933
7,5,8,0.0093890372416562,0.0094556436402332,0.0094173739589748,4,0.0070440893408454585,0.0030089829120139872
7,6,4,0.1708567465516386,0.1742678178423682,0.1703119019469689,4,0.01957373043951831,-0.003199098820699822
7,6,8,0.0093858447932758,0.0095704613109184,0.00934762856613,4,0.019290242303365318,-0.00408833394217986
7,7,4,0.1744303896979456,0.1763964234382559,0.1741947261392229,4,0.011145541967286331,-0.0013528742456551353
7,7,8,0.0095205890355307,0.0097230836635589,0.009561733655704,4,0.020826173571572622,0.004303050226540968
7,8,4,0.1701508952442861,0.1736371467386576,0.1722084280095981,4,0.020077797636347317,0.011947921417628479
7,8,8,0.0093306784612672,0.0095520495480206,0.0094542082867083,4,0.02317524481426841,0.013066120577729476
7,9,4,0.1702402861320976,0.1735118210981191,0.1714713758613936,4,0.01885482467601724,0.007179564070746926
7,9,8,0.0093526020282607,0.0095361611380511,0.0094348488718683,4,0.019248742458636,0.008717346162569023
7,10,4,0.1737225989301474,0.1751412986298119,0.1742121412130877,4,0.008100315064256368,0.002810035394384527
7,10,8,0.0095431215321111,0.0096206237217694,0.0095511355570916,4,0.008055838363465857,0.0008390651491225694
7,11,4,0.1551740152227229,0.1602897606931433,0.1567477081680462,4,0.031915609882367475,0.010039655212286622
7,11,8,0.0084870066524235,0.008748282495459,0.008615255554062,4,0.029865958623434993,0.014886256226959074
8,0,4,0.1686977635988808,0.1720905717065191,0.1664073851913216,13,0.01971524688420661,-0.01376368245271043
8,0,8,0.0092640418549975,0.0094115683390583,0.0091804322255154,13,0.01567501597460215,-0.009107373969792179
8,1,4,0.1669555069012201,0.1694337853544318,0.1662730716327025,13,0.014626825742147463,-0.004104304213643847
8,1,8,0.0091774961137123,0.0093103990123356,0.0091693112676019,13,0.01427467270169765,-0.0008926347761057896
8,2,4,0.1726545522521534,0.1718050739896651,0.1716975351006446,13,-0.004944430584974434,-0.005573854924287827
8,2,8,0.0094625829625574,0.0094337487406218,0.0093828810763208,13,-0.003056496704373719,-0.008494393735602346
8,3,4,0.1739032830277958,0.1782832290868684,0.174155697472292,13,0.024567347593521822,0.0014493608200004775
8,3,8,0.0095463524238374,0.0097747184304554,0.009516448725537,13,0.02336292428705394,-0.003142316967479089
8,4,4,0.1709353855204683,0.1746186071776792,0.171656236487514,13,0.02109295061243463,0.0041993869945885845
8,4,8,0.0093804346112592,0.009634937055329,0.0094447677903303,13,0.02641454143481271,0.006811515168955771
8,5,4,0.1711661510883895,0.1748676435329793,0.1694151929159537,13,0.02116739477816373,-0.010335307845173348
8,5,8,0.0093914481623964,0.0095781959985429,0.0092637735967364,13,0.01949718257748219,-0.013782133633423463
8,6,4,0.1730059769599241,0.1758561183606626,0.1742476216603996,13,0.016207234796876132,0.007125748338163285
8,6,8,0.0094671943150504,0.0095828530039866,0.0095452442119501,13,0.012069337689734312,0.008176836041762532
8,7,4,0.1701690482805292,0.1718410780659866,0.171535298139847,13,0.00973009366721592,0.00796483216068998
8,7,8,0.0093829379700268,0.0094549167695642,0.0093950671475214,13,0.007612843274210845,0.0012910155195431613
8,8,4,0.1756112663511793,0.1777175387905809,0.1744787876659553,13,0.01185179838599714,-0.0064906382052136455
8,8,8,0.0096212156036024,0.0096711282988221,0.0096394240736278,13,0.005161000213985329,0.0018889582911096306
8,9,4,0.1728898777165587,0.1757245281034714,0.1731237340507768,13,0.016131216384565113,0.0013508045878303006
8,9,8,0.0094740723027099,0.0096459977267073,0.0095072773407977,13,0.017823498291045833,0.0034925917165906433
8,10,4,0.1701814991371856,0.1721015283948188,0.1703394808319921,13,0.011156375399691023,0.0009274520154391622
8,10,8,0.009358094462329,0.0094564060847716,0.0093357634621392,13,0.010396298716583081,-0.002391984359968249
8,11,4,0.170215888090507,0.1709324365232881,0.1709324365232881,13,0.00419199800433124,0.00419199800433124
8,11,8,0.009360387882514,0.0094496956128425,0.0093657316157941,13,0.00945085788870561,0.0005705622901993032
9,0,4,0.1759024675970641,0.180236345104013,0.1762859670997433,16,0.024045524804932467,0.002175439764086427
9,0,8,0.009693780116522,0.0099007519253143,0.0096890481689238,21,0.020904655560868464,-0.0004883810582525254
9,1,4,0.1697480500592247,0.1741305564332549,0.1704620186644593,16,0.025167934128264503,0.004188432184649949
9,1,8,0.0093381856398822,0.0094988762446712,0.0093397434507486,21,0.016916801593151207,0.00016679375344881217
9,2,4,0.1697641609731052,0.1713201322635191,0.1686082295472029,16,0.009082244274832566,-0.0068557236441338845
9,2,8,0.0093252572784501,0.0092783349420542,0.0092783349420542,21,-0.005057193633226591,-0.005057193633226591
9,3,4,0.1721285351791124,0.1744086209404125,0.1719053264792413,16,0.013073240009615825,-0.0012984396960965265
9,3,8,0.0094880050644665,0.0094706808862625,0.0094046320096683,21,-0.0018292431570712353,-0.008865105483392612
9,4,4,0.1721360704400256,0.1727175676783413,0.1726734298720293,16,0.00336675212679368,0.0031119983682604928
9,4,8,0.009459377933855,0.0094904636429708,0.0094516100237074,21,0.0032754679102346205,-0.000821861050986657
9,5,4,0.1712665707555687,0.1713782965746285,0.1710701145768258,16,0.0006519251345875467,-0.0011483956693947655
9,5,8,0.009400867807026,0.0094511892282161,0.0093917743189422,21,0.005324348076733754,-0.0009682396291678524
9,6,4,0.170232126103526,0.1726782151422302,0.1706343886052076,16,0.014165591396050836,0.002357452709091975
9,6,8,0.0093377375777451,0.0094685962493537,0.009360558187871,21,0.013820282137125838,0.0024379539839268546
9,7,4,0.1717481356458695,0.1772723703123383,0.1731912045548014,16,0.031162412149934017,0.008332229760982326
9,7,8,0.0094143081379171,0.0095003708538851,0.00949704593695,21,0.009058879626031318,0.008711951019526336
